Date,International_visitors,Domestic_visitors,Total_arrivals
2024-02-02 00:00:00,6447,30374,36821
2024-02-03 00:00:00,2747,29448,32195
2024-02-04 00:00:00,2861,28212,31073
2024-02-05 00:00:00,2888,27078,29966
2024-02-06 00:00:00,7728,27710,35438
2024-02-07 00:00:00,2725,30908,33633
2024-02-08 00:00:00,2794,37271,40065
2024-02-09 00:00:00,2966,40532,43498
2024-02-10 00:00:00,5072,34171,39243
2024-02-11 00:00:00,3584,33672,37256
2024-02-12 00:00:00,3454,35191,38645
2024-02-13 00:00:00,7466,34799,42265
2024-02-14 00:00:00,3100,34480,37580
2024-02-15 00:00:00,2905,34421,37326
2024-02-16 00:00:00,5752,34376,40128
2024-02-17 00:00:00,2842,32897,35739
2024-02-18 00:00:00,2236,29824,32060
2024-02-19 00:00:00,7339,18501,25840
2024-02-20 00:00:00,2256,35643,37899
2024-02-21 00:00:00,2381,30067,32448
2024-02-22 00:00:00,2262,32382,34644
2024-02-23 00:00:00,6412,34049,40461
2024-02-24 00:00:00,2662,33688,36350
2024-02-25 00:00:00,2755,34050,36805
2024-02-26 00:00:00,2587,33548,36135
2024-02-27 00:00:00,3893,33184,37077
2024-02-28 00:00:00,2639,35152,37791
2024-02-29 00:00:00,2291,37680,39971
2024-03-01 00:00:00,3147,37766,40913
2024-03-02 00:00:00,7144,26913,34057
2024-03-03 00:00:00,3864,25787,29651
2024-03-04 00:00:00,2627,23194,25821
2024-03-05 00:00:00,2328,21151,23479
2024-03-06 00:00:00,6974,23910,30884
2024-03-07 00:00:00,2565,27146,29711
2024-03-08 00:00:00,3350,29593,32943
2024-03-09 00:00:00,3086,28556,31642
2024-03-10 00:00:00,8403,27131,35534
2024-03-11 00:00:00,3851,26053,29904
2024-03-12 00:00:00,2569,24324,26893
2024-03-13 00:00:00,4098,27304,31402
2024-03-14 00:00:00,7483,29766,37249
2024-03-15 00:00:00,3228,31313,34541
2024-03-16 00:00:00,3477,30564,34041
2024-03-17 00:00:00,3243,29067,32310
2024-03-18 00:00:00,3836,29808,33644
2024-03-19 00:00:00,2969,28640,31609
2024-03-20 00:00:00,5671,29713,35384
2024-03-21 00:00:00,9864,32563,42427
2024-03-22 00:00:00,5949,32893,38842
2024-03-23 00:00:00,8218,32785,41003
2024-03-24 00:00:00,3717,30715,34432
2024-03-25 00:00:00,5651,32106,37757
2024-03-26 00:00:00,3057,31637,34694
2024-03-27 00:00:00,9438,32834,42272
2024-03-28 00:00:00,3336,33266,36602
2024-03-29 00:00:00,3761,35414,39175
2024-03-30 00:00:00,10783,35139,45922
2024-03-31 00:00:00,8148,33146,41294
2024-04-01 00:00:00,2597,34605,37202
2024-04-02 00:00:00,5693,31612,37305
2024-04-03 00:00:00,12714,33040,45754
2024-04-04 00:00:00,6831,33083,39914
2024-04-05 00:00:00,6246,35655,41901
2024-04-06 00:00:00,7826,36428,44254
2024-04-07 00:00:00,7274,33813,41087
2024-04-08 00:00:00,4681,32697,37378
2024-04-09 00:00:00,3078,33937,37015
2024-04-10 00:00:00,3647,36577,40224
2024-04-11 00:00:00,8468,33745,42213
2024-04-12 00:00:00,2607,33784,36391
2024-04-13 00:00:00,4889,34017,38906
2024-04-14 00:00:00,7436,32583,40019
2024-04-15 00:00:00,2578,35389,37967
2024-04-16 00:00:00,8954,33514,42468
2024-04-17 00:00:00,4322,34509,38831
2024-04-18 00:00:00,8148,35926,44074
2024-04-19 00:00:00,2648,36213,38861
2024-04-20 00:00:00,3596,32813,36409
2024-04-21 00:00:00,5113,32050,37163
2024-04-22 00:00:00,7400,33093,40493
2024-04-23 00:00:00,3657,32116,35773
2024-04-24 00:00:00,6096,35173,41269
2024-04-25 00:00:00,6353,35927,42280
2024-04-26 00:00:00,3232,37808,41040
2024-04-27 00:00:00,11395,37463,48858
2024-04-28 00:00:00,3659,34759,38418
2024-04-29 00:00:00,3594,33845,37439
2024-04-30 00:00:00,6618,34440,41058
2024-05-01 00:00:00,11528,36839,48367
2024-05-02 00:00:00,3818,34668,38486
2024-05-03 00:00:00,8580,39767,48347
2024-05-04 00:00:00,5445,42287,47732
2024-05-05 00:00:00,0,0,0
2024-05-06 00:00:00,7894,33809,41703
2024-05-07 00:00:00,3821,33322,37143
2024-05-08 00:00:00,5156,33276,38432
2024-05-09 00:00:00,5836,33274,39110
2024-05-10 00:00:00,7951,34677,42628
2024-05-11 00:00:00,3783,36920,40703
2024-05-12 00:00:00,7060,34100,41160
2024-05-13 00:00:00,7854,33898,41752
2024-05-14 00:00:00,3764,33392,37156
2024-05-15 00:00:00,8355,34682,43037
2024-05-16 00:00:00,3641,33091,36732
2024-05-17 00:00:00,7429,33975,41404
2024-05-18 00:00:00,6014,34757,40771
2024-05-19 00:00:00,3702,34026,37728
2024-05-20 00:00:00,3138,36400,39538
2024-05-21 00:00:00,8034,35247,43281
2024-05-22 00:00:00,6051,36176,42227
2024-05-23 00:00:00,10587,36710,47297
2024-05-24 00:00:00,3345,37924,41269
2024-05-25 00:00:00,3761,35948,39709
2024-05-26 00:00:00,3649,33669,37318
2024-05-27 00:00:00,10354,37609,47963
2024-05-28 00:00:00,5683,36063,41746
2024-05-29 00:00:00,3713,36813,40526
2024-05-30 00:00:00,7435,36116,43551
2024-05-31 00:00:00,7803,35720,43523
2024-06-01 00:00:00,5735,37381,43116
2024-06-02 00:00:00,5946,34581,40527
2024-06-03 00:00:00,3245,37368,40613
2024-06-04 00:00:00,8501,35583,44084
2024-06-05 00:00:00,5920,39653,45573
2024-06-06 00:00:00,3973,44091,48064
2024-06-07 00:00:00,4133,34194,38327
2024-06-08 00:00:00,7591,31751,39342
2024-06-09 00:00:00,3494,35058,38552
2024-06-10 00:00:00,10178,35229,45407
2024-06-11 00:00:00,6373,33401,39774
2024-06-12 00:00:00,9836,34921,44757
2024-06-13 00:00:00,3602,36151,39753
2024-06-14 00:00:00,3248,36317,39565
2024-06-15 00:00:00,6293,35715,42008
2024-06-16 00:00:00,12243,34350,46593
2024-06-17 00:00:00,5539,34203,39742
2024-06-18 00:00:00,4383,31329,35712
2024-06-19 00:00:00,4031,34503,38534
2024-06-20 00:00:00,11216,33198,44414
2024-06-21 00:00:00,7411,33303,40714
2024-06-22 00:00:00,5900,31979,37879
2024-06-23 00:00:00,4348,32304,36652
2024-06-24 00:00:00,3298,33508,36806
2024-06-25 00:00:00,8457,30382,38839
2024-06-26 00:00:00,5655,31421,37076
2024-06-27 00:00:00,3837,30285,34122
2024-06-28 00:00:00,5654,29678,35332
2024-06-29 00:00:00,4774,26748,31522
2024-06-30 00:00:00,4499,27447,31946
2024-07-01 00:00:00,3803,26970,30773
2024-07-02 00:00:00,5452,23608,29060
2024-07-03 00:00:00,8406,30941,39347
2024-07-04 00:00:00,4306,31737,36043
2024-07-05 00:00:00,3930,31963,35893
2024-07-06 00:00:00,5343,31263,36606
2024-07-07 00:00:00,9985,30487,40472
2024-07-08 00:00:00,7564,27847,35411
2024-07-09 00:00:00,4140,24407,28547
2024-07-10 00:00:00,6667,28512,35179
2024-07-11 00:00:00,3948,29891,33839
2024-07-12 00:00:00,5735,30604,36339
2024-07-13 00:00:00,4214,30374,34588
2024-07-14 00:00:00,4081,31564,35645
2024-07-15 00:00:00,5764,30873,36637
2024-07-16 00:00:00,4616,30397,35013
2024-07-17 00:00:00,11814,31196,43010
2024-07-18 00:00:00,4095,31203,35298
2024-07-19 00:00:00,4275,33413,37688
2024-07-20 00:00:00,4621,35056,39677
2024-07-21 00:00:00,6307,33373,39680
2024-07-22 00:00:00,4442,33635,38077
2024-07-23 00:00:00,8547,33948,42495
2024-07-24 00:00:00,3903,35798,39701
2024-07-25 00:00:00,5953,36816,42769
2024-07-26 00:00:00,9300,38126,47426
2024-07-27 00:00:00,4520,41493,46013
2024-07-28 00:00:00,6872,41112,47984
2024-07-29 00:00:00,4518,40648,45166
2024-07-30 00:00:00,6908,39642,46550
2024-07-31 00:00:00,7638,41123,48761
2024-08-01 00:00:00,5928,40741,46669
2024-08-02 00:00:00,7167,37038,44205
2024-08-03 00:00:00,5416,37498,42914
2024-08-04 00:00:00,10325,36314,46639
2024-08-05 00:00:00,4756,36945,41701
2024-08-06 00:00:00,6751,33638,40389
2024-08-07 00:00:00,6081,34315,40396
2024-08-08 00:00:00,7939,34252,42191
2024-08-09 00:00:00,10437,34623,45060
2024-08-10 00:00:00,4880,37622,42502
2024-08-11 00:00:00,7942,36638,44580
2024-08-12 00:00:00,5040,35667,40707
2024-08-13 00:00:00,4770,35887,40657
2024-08-14 00:00:00,11913,38348,50261
2024-08-15 00:00:00,4540,41410,45950
2024-08-16 00:00:00,7021,32736,39757
2024-08-17 00:00:00,9024,30401,39425
2024-08-18 00:00:00,4489,33000,37489
2024-08-19 00:00:00,5995,32875,38870
2024-08-20 00:00:00,7538,28252,35790
2024-08-21 00:00:00,9590,30104,39694
2024-08-22 00:00:00,4562,32363,36925
2024-08-23 00:00:00,4911,34270,39181
2024-08-24 00:00:00,4778,35780,40558
2024-08-25 00:00:00,4766,34989,39755
2024-08-26 00:00:00,8917,35405,44322
2024-08-27 00:00:00,6869,34738,41607
2024-08-28 00:00:00,4901,33727,38628
2024-08-29 00:00:00,4864,33128,37992
2024-08-30 00:00:00,4521,33625,38146
2024-08-31 00:00:00,5443,33738,39181
2024-09-01 00:00:00,5040,32532,37572
2024-09-02 00:00:00,8310,30173,38483
2024-09-03 00:00:00,4339,29130,33469
2024-09-04 00:00:00,9597,30678,40275
2024-09-05 00:00:00,6568,31867,38435
2024-09-06 00:00:00,4175,32412,36587
2024-09-07 00:00:00,3916,32979,36895
2024-09-08 00:00:00,10456,29984,40440
2024-09-09 00:00:00,4457,29342,33799
2024-09-10 00:00:00,5165,26350,31515
2024-09-11 00:00:00,3086,28191,31277
2024-09-12 00:00:00,7259,31848,39107
2024-09-13 00:00:00,4688,40029,44717
2024-09-14 00:00:00,6256,42906,49162
2024-09-15 00:00:00,10137,42106,52243
2024-09-16 00:00:00,3287,37356,40643
2024-09-17 00:00:00,3477,34694,38171
2024-09-18 00:00:00,3413,37998,41411
2024-09-19 00:00:00,5882,33497,39379
2024-09-20 00:00:00,11452,29611,41063
2024-09-21 00:00:00,3949,27388,31337
2024-09-22 00:00:00,3916,32228,36144
2024-09-23 00:00:00,4313,32985,37298
2024-09-24 00:00:00,13463,31981,45444
2024-09-25 00:00:00,5800,34862,40662
2024-09-26 00:00:00,4284,34962,39246
2024-09-27 00:00:00,5186,34289,39475
2024-09-28 00:00:00,4284,40837,45121
2024-09-29 00:00:00,6609,35122,41731
2024-09-30 00:00:00,5143,36222,41365
2024-10-01 00:00:00,5281,35257,40538
2024-10-02 00:00:00,5110,35909,41019
2024-10-03 00:00:00,10319,39170,49489
2024-10-04 00:00:00,5068,28966,34034
2024-10-05 00:00:00,3962,28570,32532
2024-10-06 00:00:00,3454,31414,34868
2024-10-07 00:00:00,4483,31039,35522
2024-10-08 00:00:00,6564,30620,37184
2024-10-09 00:00:00,5128,32061,37189
2024-10-10 00:00:00,4930,29294,34224
2024-10-11 00:00:00,5843,33311,39154
2024-10-12 00:00:00,4014,34055,38069
2024-10-13 00:00:00,5668,33970,39638
2024-10-14 00:00:00,5744,35011,40755
2024-10-15 00:00:00,4924,33068,37992
2024-10-16 00:00:00,3978,34737,38715
2024-10-17 00:00:00,2728,30398,33126
2024-10-18 00:00:00,3733,33275,37008
2024-10-19 00:00:00,9969,32925,42894
2024-10-20 00:00:00,3509,31740,35249
2024-10-21 00:00:00,7779,35179,42958
2024-10-22 00:00:00,3012,34177,37189
2024-10-23 00:00:00,3277,34293,37570
2024-10-24 00:00:00,4859,34546,39405
2024-10-25 00:00:00,9826,34760,44586
2024-10-26 00:00:00,8190,34099,42289
2024-10-27 00:00:00,4437,31431,35868
2024-10-28 00:00:00,8191,32173,40364
2024-10-29 00:00:00,3886,32234,36120
2024-10-30 00:00:00,2610,31285,33895
2024-10-31 00:00:00,3893,31505,35398
2024-11-01 00:00:00,2287,32720,35007
2024-11-02 00:00:00,8093,33911,42004
2024-11-03 00:00:00,2937,32653,35590
2024-11-04 00:00:00,3744,32795,36539
2024-11-05 00:00:00,3578,33017,36595
2024-11-06 00:00:00,5962,32680,38642
2024-11-07 00:00:00,2494,34056,36550
2024-11-08 00:00:00,5332,34252,39584
2024-11-09 00:00:00,5421,34750,40171
2024-11-10 00:00:00,2586,31677,34263
2024-11-11 00:00:00,6442,31821,38263
2024-11-12 00:00:00,3972,30365,34337
2024-11-13 00:00:00,3331,31533,34864
2024-11-14 00:00:00,7138,32781,39919
2024-11-15 00:00:00,3705,33605,37310
2024-11-16 00:00:00,6045,34101,40146
2024-11-17 00:00:00,2728,30398,33126
2024-11-18 00:00:00,4823,30093,34916
2024-11-19 00:00:00,2297,29362,31659
2024-11-20 00:00:00,7355,29795,37150
2024-11-21 00:00:00,2604,31443,34047
2024-11-22 00:00:00,6223,33001,39224
2024-11-23 00:00:00,2852,33097,35949
2024-11-24 00:00:00,4095,30697,34792
2024-11-25 00:00:00,2366,28720,31086
2024-11-26 00:00:00,2243,26147,28390
2024-11-27 00:00:00,2250,21664,23914
2024-11-28 00:00:00,2748,28651,31399
2024-11-29 00:00:00,2978,30719,33697
2024-11-30 00:00:00,2461,31354,33815
2024-12-01 00:00:00,3771,29605,33376
2024-12-02 00:00:00,3544,27491,31035
2024-12-03 00:00:00,2208,25595,27803
2024-12-04 00:00:00,2365,25784,28149
2024-12-05 00:00:00,3861,28033,31894
2024-12-06 00:00:00,2813,28806,31619
2024-12-07 00:00:00,4163,29346,33509
2024-12-08 00:00:00,2258,28265,30523
2024-12-09 00:00:00,4403,27788,32191
2024-12-10 00:00:00,3875,25627,29502
2024-12-11 00:00:00,2448,26719,29167
2024-12-12 00:00:00,3538,28240,31778
2024-12-13 00:00:00,4155,29280,33435
2024-12-14 00:00:00,2694,30081,32775
2024-12-15 00:00:00,2589,29624,32213
2024-12-16 00:00:00,2730,29957,32687
2024-12-17 00:00:00,4189,27899,32088
2024-12-18 00:00:00,4620,29025,33645
2024-12-19 00:00:00,2632,29974,32606
2024-12-20 00:00:00,3678,28901,32579
2024-12-21 00:00:00,2751,31047,33798
2024-12-22 00:00:00,7609,28278,35887
2024-12-23 00:00:00,3051,28847,31898
2024-12-24 00:00:00,3035,29451,32486
2024-12-25 00:00:00,3277,30291,33568
2024-12-26 00:00:00,5360,31843,37203
2024-12-27 00:00:00,4538,30800,35338
2024-12-28 00:00:00,2988,34227,37215
2024-12-29 00:00:00,2989,32583,35572
2024-12-30 00:00:00,4276,29377,33653
2024-12-31 00:00:00,3895,27976,31871
2025-01-01 00:00:00,3444,25929,29373
2025-01-02 00:00:00,2022,26187,28209
2025-01-03 00:00:00,2843,24366,27209
2025-01-04 00:00:00,3534,26363,29897
2025-01-05 00:00:00,2697,25537,28234
2025-01-06 00:00:00,2759,26109,28868
2025-01-07 00:00:00,1971,24271,26242
2025-01-08 00:00:00,3676,23850,27526
2025-01-09 00:00:00,882,15145,16027
2025-01-10 00:00:00,3459,32735,36194
2025-01-11 00:00:00,5604,27530,33134
2025-01-12 00:00:00,4695,27464,32159
2025-01-13 00:00:00,2781,29414,32195
2025-01-14 00:00:00,3413,26371,29784
2025-01-15 00:00:00,2949,26068,29017
2025-01-16 00:00:00,5972,27034,33006
2025-01-17 00:00:00,3639,27732,31371
2025-01-18 00:00:00,2916,27639,30555
2025-01-19 00:00:00,4405,26546,30951
2025-01-20 00:00:00,3264,27367,30631
2025-01-21 00:00:00,7182,25113,32295
2025-01-22 00:00:00,3574,25019,28593
2025-01-23 00:00:00,3976,26858,30834
2025-01-24 00:00:00,3809,30873,34682
2025-01-25 00:00:00,6630,37001,43631
2025-01-26 00:00:00,5350,36572,41922
2025-01-27 00:00:00,3465,33645,37110
2025-01-28 00:00:00,2639,27989,30628
2025-01-29 00:00:00,8521,30659,39180
2025-01-30 00:00:00,5422,33266,38688
2025-01-31 00:00:00,3985,29561,33546
2025-02-01 00:00:00,4891,26159,31050
2025-02-02 00:00:00,3247,25597,28844
2025-02-03 00:00:00,9008,25177,34185
2025-02-04 00:00:00,2742,20974,23716
2025-02-05 00:00:00,3492,21791,25283
2025-02-06 00:00:00,2516,25440,27956
2025-02-07 00:00:00,4472,6118,10590
2025-02-08 00:00:00,3426,28146,31572
2025-02-09 00:00:00,3720,26218,29938
2025-02-10 00:00:00,2666,28421,31087
2025-02-11 00:00:00,6665,26483,33148
2025-02-12 00:00:00,6942,26841,33783
2025-02-13 00:00:00,1975,29325,31300
2025-02-14 00:00:00,2997,29992,32989
2025-02-15 00:00:00,5626,29565,35191
2025-02-16 00:00:00,2007,28937,30944
2025-02-17 00:00:00,2087,28294,30381
2025-02-18 00:00:00,2600,26732,29332
2025-02-19 00:00:00,7621,27000,34621
2025-02-20 00:00:00,3647,29936,33583
2025-02-21 00:00:00,2904,29712,32616
2025-02-22 00:00:00,2233,29218,31451
2025-02-23 00:00:00,6152,27500,33652
2025-02-24 00:00:00,2191,29019,31210
2025-02-25 00:00:00,3337,28545,31882
2025-02-26 00:00:00,2662,28193,30855
2025-02-27 00:00:00,6964,29588,36552
2025-02-28 00:00:00,4106,33557,37663
2025-03-01 00:00:00,2349,34195,36544
2025-03-02 00:00:00,3581,23927,27508
2025-03-03 00:00:00,1025,21655,22680
2025-03-04 00:00:00,2345,17990,20335
2025-03-05 00:00:00,4347,18884,23231
2025-03-06 00:00:00,7268,21373,28641
2025-03-07 00:00:00,7522,26257,33779
2025-03-08 00:00:00,3425,25397,28822
2025-03-09 00:00:00,3352,23233,26585
2025-03-10 00:00:00,2680,21781,24461
2025-03-11 00:00:00,6295,19996,26291
2025-03-12 00:00:00,5814,20175,25989
2025-03-13 00:00:00,4254,23995,28249
2025-03-14 00:00:00,3410,27063,30473
2025-03-15 00:00:00,2773,25250,28023
2025-03-16 00:00:00,2542,21647,24189
2025-03-17 00:00:00,4605,26064,30669
2025-03-18 00:00:00,2711,21026,23737
2025-03-19 00:00:00,3363,25035,28398
2025-03-20 00:00:00,7244,27584,34828
2025-03-21 00:00:00,5598,30044,35642
2025-03-22 00:00:00,7287,29775,37062
2025-03-23 00:00:00,6616,27748,34364
2025-03-24 00:00:00,8007,28263,36270
2025-03-25 00:00:00,3208,26441,29649
2025-03-26 00:00:00,3898,27487,31385
2025-03-27 00:00:00,6283,29352,35635
2025-03-28 00:00:00,8920,30629,39549
2025-03-29 00:00:00,6539,30778,37317
2025-03-30 00:00:00,3981,28801,32782
2025-03-31 00:00:00,5394,30292,35686
2025-04-01 00:00:00,7634,29570,37204
2025-04-02 00:00:00,9133,30484,39617
2025-04-03 00:00:00,6212,31176,37388
2025-04-04 00:00:00,10392,32721,43113
2025-04-05 00:00:00,4472,31614,36086
2025-04-06 00:00:00,7235,29786,37021
2025-04-07 00:00:00,3718,31412,35130
2025-04-08 00:00:00,4912,28013,32925
2025-04-09 00:00:00,8028,29702,37730
2025-04-10 00:00:00,6322,32302,38624
2025-04-11 00:00:00,4111,33837,37948
2025-04-12 00:00:00,4344,24884,29228
2025-04-13 00:00:00,9098,32162,41260
2025-04-14 00:00:00,3490,27880,31370
2025-04-15 00:00:00,3963,27800,31763
2025-04-16 00:00:00,5565,30781,36346
2025-04-17 00:00:00,8606,32214,40820
2025-04-18 00:00:00,8234,32349,40583
2025-04-19 00:00:00,3885,32052,35937
2025-04-20 00:00:00,6740,29436,36176
2025-04-21 00:00:00,8864,30527,39391
2025-04-22 00:00:00,7995,28232,36227
2025-04-23 00:00:00,4033,32490,36523
2025-04-24 00:00:00,6231,32683,38914
2025-04-25 00:00:00,9408,34427,43835
2025-04-26 00:00:00,4225,33169,37394
2025-04-27 00:00:00,8597,31261,39858
2025-04-28 00:00:00,5567,32798,38365
2025-04-29 00:00:00,6489,32796,39285
2025-04-30 00:00:00,5114,36262,41376
2025-05-01 00:00:00,9542,39365,48907
2025-05-02 00:00:00,6438,41201,47639
2025-05-03 00:00:00,4380,38097,42477
2025-05-04 00:00:00,10591,38560,49151
2025-05-05 00:00:00,3417,29877,33294
2025-05-06 00:00:00,7806,30792,38598
2025-05-07 00:00:00,3892,29466,33358
2025-05-08 00:00:00,6880,27687,34567
2025-05-09 00:00:00,3958,28114,32072
2025-05-10 00:00:00,15537,32893,48430
2025-05-11 00:00:00,4285,31532,35817
2025-05-12 00:00:00,7214,36056,43270
2025-05-13 00:00:00,5945,32435,38380
2025-05-14 00:00:00,10846,33607,44453
2025-05-15 00:00:00,5840,31909,37749
2025-05-16 00:00:00,4559,32780,37339
2025-05-17 00:00:00,6530,32383,38913
2025-05-18 00:00:00,12005,31662,43667
2025-05-19 00:00:00,3983,34412,38395
2025-05-20 00:00:00,4085,33694,37779
2025-05-21 00:00:00,6803,33600,40403
2025-05-22 00:00:00,9915,33080,42995
2025-05-23 00:00:00,6547,34445,40992
2025-05-24 00:00:00,4036,33040,37076
2025-05-25 00:00:00,7235,31808,39043
2025-05-26 00:00:00,9804,35871,45675
2025-05-27 00:00:00,4534,32737,37271
2025-05-28 00:00:00,6044,33443,39487
2025-05-29 00:00:00,4167,32921,37088
2025-05-30 00:00:00,13717,35877,49594
2025-05-31 00:00:00,4248,36518,40766
2025-06-01 00:00:00,4936,33790,38726
2025-06-02 00:00:00,9551,34341,43892
2025-06-03 00:00:00,8257,34375,42632
2025-06-04 00:00:00,10493,33848,44341
2025-06-05 00:00:00,6455,37367,43822
2025-06-06 00:00:00,6735,42166,48901
2025-06-07 00:00:00,5602,29975,35577
2025-06-08 00:00:00,8827,33205,42032
2025-06-09 00:00:00,6220,33974,40194
2025-06-10 00:00:00,6864,32324,39188
2025-06-11 00:00:00,8952,33202,42154
2025-06-12 00:00:00,6356,31981,38337
2025-06-13 00:00:00,6722,32876,39598
2025-06-14 00:00:00,9081,30526,39607
2025-06-15 00:00:00,7338,31523,38861
2025-06-16 00:00:00,4461,32859,37320
2025-06-17 00:00:00,8722,31568,40290
2025-06-18 00:00:00,9252,31868,41120
2025-06-19 00:00:00,5892,31559,37451
2025-06-20 00:00:00,7242,31261,38503
2025-06-21 00:00:00,11383,29431,40814
2025-06-22 00:00:00,7041,29311,36352
2025-06-23 00:00:00,8321,30515,38836
2025-06-24 00:00:00,4732,30171,34903
2025-06-25 00:00:00,10044,31119,41163
2025-06-26 00:00:00,8546,32075,40621
2025-06-27 00:00:00,6542,33728,40270
2025-06-28 00:00:00,4536,31909,36445
2025-06-29 00:00:00,10347,31040,41387
2025-06-30 00:00:00,7394,29979,37373
2025-07-01 00:00:00,5307,28074,33381
2025-07-02 00:00:00,5621,28348,33969
2025-07-03 00:00:00,11087,29810,40897
2025-07-04 00:00:00,5380,31699,37079
2025-07-05 00:00:00,12106,30388,42494
2025-07-06 00:00:00,5432,29928,35360
2025-07-07 00:00:00,10561,30878,41439
2025-07-08 00:00:00,12245,27863,40108
2025-07-09 00:00:00,7056,28419,35475
2025-07-10 00:00:00,7233,30207,37440
2025-07-11 00:00:00,10160,31262,41422
2025-07-12 00:00:00,7392,29718,37110
2025-07-13 00:00:00,5653,29486,35139
2025-07-14 00:00:00,7430,31052,38482
2025-07-15 00:00:00,7009,28511,35520
2025-07-16 00:00:00,10612,29458,40070
2025-07-17 00:00:00,11450,27647,39097
2025-07-18 00:00:00,5339,30800,36139
2025-07-19 00:00:00,10832,34094,44926
2025-07-20 00:00:00,10516,32265,42781
2025-07-21 00:00:00,6893,34729,41622
2025-07-22 00:00:00,8450,33756,42206
2025-07-23 00:00:00,13959,35792,49751
2025-07-24 00:00:00,6086,35671,41757
2025-07-25 00:00:00,9591,37770,47361
2025-07-26 00:00:00,5472,41535,47007
2025-07-27 00:00:00,8230,40574,48804
2025-07-28 00:00:00,5176,40010,45186
2025-07-29 00:00:00,4974,37818,42792
2025-07-30 00:00:00,7259,39922,47181
2025-07-31 00:00:00,6505,38841,45346
2025-08-01 00:00:00,6582,40214,46796
2025-08-02 00:00:00,5460,39510,44970
2025-08-03 00:00:00,5777,37343,43120
2025-08-04 00:00:00,7608,36711,44319
2025-08-05 00:00:00,5359,32059,37418
2025-08-06 00:00:00,12723,33456,46179
2025-08-07 00:00:00,5046,33833,38879
2025-08-08 00:00:00,9160,35371,44531
2025-08-09 00:00:00,5383,33977,39360
2025-08-10 00:00:00,10658,33381,44039
2025-08-11 00:00:00,9352,34987,44339
2025-08-12 00:00:00,6709,34510,41219
2025-08-13 00:00:00,5540,37994,43534
2025-08-14 00:00:00,9995,40132,50127
2025-08-15 00:00:00,5410,43247,48657
2025-08-16 00:00:00,8486,33945,42431
2025-08-17 00:00:00,5456,34137,39593
2025-08-18 00:00:00,10956,34068,45024
2025-08-19 00:00:00,5110,31080,36190
2025-08-20 00:00:00,9280,32083,41363
2025-08-21 00:00:00,7325,32747,40072
2025-08-22 00:00:00,5667,37034,42701
2025-08-23 00:00:00,10613,36409,47022
2025-08-24 00:00:00,6822,35934,42756
2025-08-25 00:00:00,5514,37525,43039
2025-08-26 00:00:00,12432,34656,47088
2025-08-27 00:00:00,10348,35859,46207
2025-08-28 00:00:00,4661,35142,39803
2025-08-29 00:00:00,5074,35863,40937
2025-08-30 00:00:00,10877,34661,45538
2025-08-31 00:00:00,11571,32153,43724
2025-09-01 00:00:00,7112,28893,36005
2025-09-02 00:00:00,4699,26751,31450
2025-09-03 00:00:00,4924,31341,36265
2025-09-04 00:00:00,14404,33884,48288
2025-09-05 00:00:00,6901,35214,42115
2025-09-06 00:00:00,9893,33584,43477
2025-09-07 00:00:00,4946,31439,36385
2025-09-08 00:00:00,7534,29480,37014
2025-09-09 00:00:00,8860,27232,36092
2025-09-10 00:00:00,7064,32676,39740
2025-09-11 00:00:00,4519,35977,40496
2025-09-12 00:00:00,10340,36319,46659
2025-09-13 00:00:00,10228,34792,45020
2025-09-14 00:00:00,5284,33689,38973
2025-09-15 00:00:00,7138,33365,40503
2025-09-16 00:00:00,11800,29577,41377
2025-09-17 00:00:00,4955,32743,37698
2025-09-18 00:00:00,4447,34890,39337
2025-09-19 00:00:00,5170,36709,41879
2025-09-20 00:00:00,11855,35551,47406
2025-09-21 00:00:00,5166,32863,38029
2025-09-22 00:00:00,5008,30852,35860
2025-09-23 00:00:00,4617,28066,32683
2025-09-24 00:00:00,9656,31904,41560
2025-09-25 00:00:00,9139,33444,42583
2025-09-26 00:00:00,5359,34451,39810
2025-09-27 00:00:00,5162,31709,36871
2025-09-28 00:00:00,10008,29594,39602
2025-09-29 00:00:00,4953,29807,34760
2025-09-30 00:00:00,4971,31081,36052
